2024-11-09 15:26:13,736 - INFO - Experiment settings: {'name': 'bo_parafac_dim5_rank2_mask0.0_tradeoff0.1_seed0', 'seed': 0, 'dimensions': 5, 'iter_bo': 300, 'storage': 'sqlite:////Users/keisukeonoue/ws/constrained_BO_v2/results/dbs/2024-11-09_15-26-13_bo_parafac_dim5_rank2_mask0.0_tradeoff0.1_seed0.db', 'unique_sampling': False, 'cp_settings': {'rank': 2, 'als_iterations': 100, 'mask_ratio': 0.0, 'random_dist_type': 'uniform'}, 'acqf_settings': {'trade_off_param': 0.1, 'maximize': False}}
[I 2024-11-09 15:26:14,035] A new study created in RDB with name: bo_parafac_dim5_rank2_mask0.0_tradeoff0.1_seed0
2024-11-09 15:26:14,036 - INFO - Created new study 'bo_parafac_dim5_rank2_mask0.0_tradeoff0.1_seed0' in sqlite:////Users/keisukeonoue/ws/constrained_BO_v2/results/dbs/2024-11-09_15-26-13_bo_parafac_dim5_rank2_mask0.0_tradeoff0.1_seed0.db
2024-11-09 15:26:14,051 - INFO - Using sample_independent for sampling.
2024-11-09 15:26:14,054 - INFO - Using sample_independent for sampling.
2024-11-09 15:26:14,056 - INFO - Using sample_independent for sampling.
2024-11-09 15:26:14,057 - INFO - Using sample_independent for sampling.
2024-11-09 15:26:14,058 - INFO - Using sample_independent for sampling.
[I 2024-11-09 15:26:14,067] Trial 0 finished with value: 63.0 and parameters: {'x_0': 0, 'x_1': 5, 'x_2': 3, 'x_3': 5, 'x_4': 2}. Best is trial 0 with value: 63.0.
[I 2024-11-09 15:26:16,878] Trial 12 finished with value: 68.0 and parameters: {'x_0': -5, 'x_1': 5, 'x_2': -1, 'x_3': -4, 'x_4': 1}. Best is trial 4 with value: 29.0.
[I 2024-11-09 15:26:17,098] Trial 13 finished with value: 48.0 and parameters: {'x_0': -5, 'x_1': 3, 'x_2': 1, 'x_3': 3, 'x_4': -2}. Best is trial 4 with value: 29.0.
[I 2024-11-09 15:26:17,500] Trial 14 finished with value: 30.0 and parameters: {'x_0': -3, 'x_1': 2, 'x_2': 4, 'x_3': -1, 'x_4': 0}. Best is trial 4 with value: 29.0.
[I 2024-11-09 15:26:17,690] Trial 15 finished with value: 56.0 and parameters: {'x_0': -2, 'x_1': -5, 'x_2': 5, 'x_3': 1, 'x_4': -1}. Best is trial 4 with value: 29.0.
[I 2024-11-09 15:26:17,913] Trial 16 finished with value: 58.0 and parameters: {'x_0': 3, 'x_1': 2, 'x_2': 5, 'x_3': -4, 'x_4': 2}. Best is trial 4 with value: 29.0.
[I 2024-11-09 15:26:18,119] Trial 17 finished with value: 63.0 and parameters: {'x_0': 2, 'x_1': -3, 'x_2': 4, 'x_3': 3, 'x_4': -5}. Best is trial 4 with value: 29.0.
[I 2024-11-09 15:26:18,705] Trial 18 finished with value: 23.0 and parameters: {'x_0': 0, 'x_1': -1, 'x_2': 2, 'x_3': 3, 'x_4': -3}. Best is trial 18 with value: 23.0.
[I 2024-11-09 15:26:18,949] Trial 19 finished with value: 47.0 and parameters: {'x_0': 4, 'x_1': -5, 'x_2': -2, 'x_3': -1, 'x_4': -1}. Best is trial 18 with value: 23.0.
[I 2024-11-09 15:26:19,119] Trial 20 finished with value: 35.0 and parameters: {'x_0': 2, 'x_1': 2, 'x_2': -5, 'x_3': 1, 'x_4': -1}. Best is trial 18 with value: 23.0.
[I 2024-11-09 15:26:19,383] Trial 21 finished with value: 46.0 and parameters: {'x_0': 2, 'x_1': -4, 'x_2': 3, 'x_3': 1, 'x_4': -4}. Best is trial 18 with value: 23.0.
[I 2024-11-09 15:26:19,534] Trial 22 finished with value: 56.0 and parameters: {'x_0': -5, 'x_1': 1, 'x_2': -5, 'x_3': 2, 'x_4': 1}. Best is trial 18 with value: 23.0.
[I 2024-11-09 15:26:19,932] Trial 23 finished with value: 48.0 and parameters: {'x_0': 5, 'x_1': -2, 'x_2': 3, 'x_3': -1, 'x_4': -3}. Best is trial 18 with value: 23.0.
[I 2024-11-09 15:26:20,306] Trial 24 finished with value: 93.0 and parameters: {'x_0': 5, 'x_1': 3, 'x_2': 3, 'x_3': -5, 'x_4': -5}. Best is trial 18 with value: 23.0.
[I 2024-11-09 15:26:20,445] Trial 25 finished with value: 47.0 and parameters: {'x_0': 1, 'x_1': 1, 'x_2': -5, 'x_3': 2, 'x_4': -4}. Best is trial 18 with value: 23.0.
[I 2024-11-09 15:26:20,611] Trial 26 finished with value: 27.0 and parameters: {'x_0': 1, 'x_1': 1, 'x_2': -3, 'x_3': 0, 'x_4': -4}. Best is trial 18 with value: 23.0.
[I 2024-11-09 15:26:20,832] Trial 27 finished with value: 83.0 and parameters: {'x_0': 5, 'x_1': 5, 'x_2': -5, 'x_3': 2, 'x_4': 2}. Best is trial 18 with value: 23.0.
[I 2024-11-09 15:26:21,170] Trial 28 finished with value: 88.0 and parameters: {'x_0': 5, 'x_1': 3, 'x_2': -2, 'x_3': 5, 'x_4': 5}. Best is trial 18 with value: 23.0.
[I 2024-11-09 15:26:21,386] Trial 29 finished with value: 39.0 and parameters: {'x_0': 1, 'x_1': -3, 'x_2': 2, 'x_3': 4, 'x_4': -3}. Best is trial 18 with value: 23.0.
[I 2024-11-09 15:26:21,723] Trial 30 finished with value: 79.0 and parameters: {'x_0': 3, 'x_1': 4, 'x_2': 2, 'x_3': -5, 'x_4': -5}. Best is trial 18 with value: 23.0.
[I 2024-11-09 15:26:22,029] Trial 31 finished with value: 43.0 and parameters: {'x_0': -1, 'x_1': 4, 'x_2': -1, 'x_3': 4, 'x_4': -3}. Best is trial 18 with value: 23.0.
[I 2024-11-09 15:26:22,286] Trial 32 finished with value: 39.0 and parameters: {'x_0': -2, 'x_1': -3, 'x_2': 3, 'x_3': -1, 'x_4': -4}. Best is trial 18 with value: 23.0.
[I 2024-11-09 15:26:22,534] Trial 33 finished with value: 60.0 and parameters: {'x_0': -3, 'x_1': -3, 'x_2': 1, 'x_3': -5, 'x_4': 4}. Best is trial 18 with value: 23.0.
[I 2024-11-09 15:26:22,738] Trial 34 finished with value: 46.0 and parameters: {'x_0': 2, 'x_1': 2, 'x_2': -3, 'x_3': -5, 'x_4': -2}. Best is trial 18 with value: 23.0.
[I 2024-11-09 15:26:22,984] Trial 35 finished with value: 109.0 and parameters: {'x_0': -3, 'x_1': -5, 'x_2': 5, 'x_3': 5, 'x_4': -5}. Best is trial 18 with value: 23.0.
[I 2024-11-09 15:26:23,297] Trial 36 finished with value: 35.0 and parameters: {'x_0': -1, 'x_1': 5, 'x_2': -1, 'x_3': 2, 'x_4': -2}. Best is trial 18 with value: 23.0.
[I 2024-11-09 15:26:23,560] Trial 37 finished with value: 28.0 and parameters: {'x_0': -5, 'x_1': 0, 'x_2': -1, 'x_3': -1, 'x_4': 1}. Best is trial 18 with value: 23.0.
[I 2024-11-09 15:26:23,772] Trial 38 finished with value: 65.0 and parameters: {'x_0': -4, 'x_1': 2, 'x_2': 2, 'x_3': 4, 'x_4': -5}. Best is trial 18 with value: 23.0.
[I 2024-11-09 15:26:24,210] Trial 39 finished with value: 35.0 and parameters: {'x_0': 3, 'x_1': 3, 'x_2': 3, 'x_3': 2, 'x_4': 2}. Best is trial 18 with value: 23.0.
[I 2024-11-09 15:26:24,438] Trial 40 finished with value: 58.0 and parameters: {'x_0': -2, 'x_1': -2, 'x_2': 5, 'x_3': 4, 'x_4': 3}. Best is trial 18 with value: 23.0.
[I 2024-11-09 15:26:24,851] Trial 41 finished with value: 75.0 and parameters: {'x_0': 3, 'x_1': -4, 'x_2': 5, 'x_3': 3, 'x_4': 4}. Best is trial 18 with value: 23.0.
[I 2024-11-09 15:26:25,116] Trial 42 finished with value: 42.0 and parameters: {'x_0': 4, 'x_1': 3, 'x_2': 0, 'x_3': -4, 'x_4': 1}. Best is trial 18 with value: 23.0.
[I 2024-11-09 15:26:25,601] Trial 43 finished with value: 61.0 and parameters: {'x_0': 3, 'x_1': 3, 'x_2': 5, 'x_3': 3, 'x_4': -3}. Best is trial 18 with value: 23.0.
[I 2024-11-09 15:26:25,933] Trial 44 finished with value: 55.0 and parameters: {'x_0': 2, 'x_1': 1, 'x_2': -3, 'x_3': -5, 'x_4': -4}. Best is trial 18 with value: 23.0.
[I 2024-11-09 15:26:26,333] Trial 45 finished with value: 86.0 and parameters: {'x_0': 5, 'x_1': 2, 'x_2': 4, 'x_3': 5, 'x_4': -4}. Best is trial 18 with value: 23.0.
[I 2024-11-09 15:26:26,488] Trial 46 finished with value: 27.0 and parameters: {'x_0': 2, 'x_1': -3, 'x_2': -3, 'x_3': -1, 'x_4': 2}. Best is trial 18 with value: 23.0.
[I 2024-11-09 15:26:26,857] Trial 47 finished with value: 74.0 and parameters: {'x_0': 2, 'x_1': -5, 'x_2': -5, 'x_3': -2, 'x_4': -4}. Best is trial 18 with value: 23.0.
[I 2024-11-09 15:26:27,421] Trial 48 finished with value: 34.0 and parameters: {'x_0': 4, 'x_1': -2, 'x_2': 2, 'x_3': 3, 'x_4': -1}. Best is trial 18 with value: 23.0.
[I 2024-11-09 15:26:27,647] Trial 49 finished with value: 55.0 and parameters: {'x_0': -1, 'x_1': 2, 'x_2': -3, 'x_3': -5, 'x_4': -4}. Best is trial 18 with value: 23.0.
[I 2024-11-09 15:26:28,063] Trial 50 finished with value: 52.0 and parameters: {'x_0': 5, 'x_1': 1, 'x_2': -5, 'x_3': 1, 'x_4': 0}. Best is trial 18 with value: 23.0.
[I 2024-11-09 15:26:28,375] Trial 51 finished with value: 40.0 and parameters: {'x_0': 3, 'x_1': 5, 'x_2': -1, 'x_3': 1, 'x_4': -2}. Best is trial 18 with value: 23.0.
[I 2024-11-09 15:26:28,718] Trial 52 finished with value: 36.0 and parameters: {'x_0': 0, 'x_1': -4, 'x_2': 0, 'x_3': -4, 'x_4': -2}. Best is trial 18 with value: 23.0.
[I 2024-11-09 15:26:29,020] Trial 53 finished with value: 79.0 and parameters: {'x_0': -3, 'x_1': -5, 'x_2': 2, 'x_3': -5, 'x_4': -4}. Best is trial 18 with value: 23.0.
[I 2024-11-09 15:26:29,239] Trial 54 finished with value: 39.0 and parameters: {'x_0': 4, 'x_1': -2, 'x_2': 3, 'x_3': 3, 'x_4': -1}. Best is trial 18 with value: 23.0.
[I 2024-11-09 15:26:29,458] Trial 55 finished with value: 74.0 and parameters: {'x_0': 5, 'x_1': -2, 'x_2': -5, 'x_3': 2, 'x_4': -4}. Best is trial 18 with value: 23.0.
[I 2024-11-09 15:26:29,774] Trial 56 finished with value: 74.0 and parameters: {'x_0': 5, 'x_1': 5, 'x_2': 2, 'x_3': 4, 'x_4': 2}. Best is trial 18 with value: 23.0.
[I 2024-11-09 15:26:30,038] Trial 57 finished with value: 45.0 and parameters: {'x_0': -2, 'x_1': 0, 'x_2': -5, 'x_3': 0, 'x_4': 4}. Best is trial 18 with value: 23.0.
[I 2024-11-09 15:26:30,404] Trial 58 finished with value: 38.0 and parameters: {'x_0': 1, 'x_1': -2, 'x_2': 4, 'x_3': 1, 'x_4': -4}. Best is trial 18 with value: 23.0.
[I 2024-11-09 15:26:30,680] Trial 59 finished with value: 77.0 and parameters: {'x_0': -4, 'x_1': -4, 'x_2': -2, 'x_3': -4, 'x_4': -5}. Best is trial 18 with value: 23.0.
[I 2024-11-09 15:26:30,993] Trial 60 finished with value: 74.0 and parameters: {'x_0': 5, 'x_1': -4, 'x_2': -4, 'x_3': -4, 'x_4': -1}. Best is trial 18 with value: 23.0.
[I 2024-11-09 15:26:31,150] Trial 61 finished with value: 49.0 and parameters: {'x_0': -2, 'x_1': 3, 'x_2': -2, 'x_3': -4, 'x_4': -4}. Best is trial 18 with value: 23.0.
[I 2024-11-09 15:26:31,532] Trial 62 finished with value: 52.0 and parameters: {'x_0': 5, 'x_1': 3, 'x_2': 1, 'x_3': 1, 'x_4': 4}. Best is trial 18 with value: 23.0.
[I 2024-11-09 15:26:31,797] Trial 63 finished with value: 58.0 and parameters: {'x_0': 3, 'x_1': -5, 'x_2': 2, 'x_3': 2, 'x_4': 4}. Best is trial 18 with value: 23.0.
[I 2024-11-09 15:26:32,086] Trial 64 finished with value: 79.0 and parameters: {'x_0': -4, 'x_1': -2, 'x_2': -3, 'x_3': 5, 'x_4': 5}. Best is trial 18 with value: 23.0.
[I 2024-11-09 15:26:32,624] Trial 65 finished with value: 34.0 and parameters: {'x_0': 2, 'x_1': -3, 'x_2': 2, 'x_3': -4, 'x_4': -1}. Best is trial 18 with value: 23.0.
[I 2024-11-09 15:26:32,978] Trial 66 finished with value: 30.0 and parameters: {'x_0': 1, 'x_1': 0, 'x_2': 3, 'x_3': 4, 'x_4': -2}. Best is trial 18 with value: 23.0.
[I 2024-11-09 15:26:33,377] Trial 67 finished with value: 45.0 and parameters: {'x_0': -1, 'x_1': 3, 'x_2': -3, 'x_3': 1, 'x_4': -5}. Best is trial 18 with value: 23.0.
[I 2024-11-09 15:26:33,895] Trial 68 finished with value: 46.0 and parameters: {'x_0': 2, 'x_1': -1, 'x_2': 0, 'x_3': 5, 'x_4': 4}. Best is trial 18 with value: 23.0.
[I 2024-11-09 15:26:34,154] Trial 69 finished with value: 75.0 and parameters: {'x_0': 3, 'x_1': -4, 'x_2': -4, 'x_3': 5, 'x_4': -3}. Best is trial 18 with value: 23.0.
[I 2024-11-09 15:26:34,493] Trial 70 finished with value: 39.0 and parameters: {'x_0': -3, 'x_1': -3, 'x_2': -4, 'x_3': 1, 'x_4': -2}. Best is trial 18 with value: 23.0.
[I 2024-11-09 15:26:34,793] Trial 71 finished with value: 65.0 and parameters: {'x_0': 4, 'x_1': 4, 'x_2': 4, 'x_3': -1, 'x_4': 4}. Best is trial 18 with value: 23.0.
[I 2024-11-09 15:26:35,007] Trial 72 finished with value: 47.0 and parameters: {'x_0': -2, 'x_1': 0, 'x_2': -5, 'x_3': -3, 'x_4': 3}. Best is trial 18 with value: 23.0.
[I 2024-11-09 15:26:35,404] Trial 73 finished with value: 47.0 and parameters: {'x_0': 2, 'x_1': 1, 'x_2': -1, 'x_3': -5, 'x_4': 4}. Best is trial 18 with value: 23.0.
[I 2024-11-09 15:26:35,883] Trial 74 finished with value: 67.0 and parameters: {'x_0': -1, 'x_1': 3, 'x_2': -4, 'x_3': 5, 'x_4': -4}. Best is trial 18 with value: 23.0.
[I 2024-11-09 15:26:36,302] Trial 75 finished with value: 60.0 and parameters: {'x_0': 0, 'x_1': 1, 'x_2': -5, 'x_3': 3, 'x_4': 5}. Best is trial 18 with value: 23.0.
[I 2024-11-09 15:26:36,843] Trial 76 finished with value: 39.0 and parameters: {'x_0': 1, 'x_1': -2, 'x_2': -5, 'x_3': 0, 'x_4': -3}. Best is trial 18 with value: 23.0.
[I 2024-11-09 15:26:37,195] Trial 77 finished with value: 60.0 and parameters: {'x_0': 5, 'x_1': -3, 'x_2': 0, 'x_3': 1, 'x_4': 5}. Best is trial 18 with value: 23.0.
[I 2024-11-09 15:26:37,760] Trial 78 finished with value: 39.0 and parameters: {'x_0': 5, 'x_1': 0, 'x_2': 1, 'x_3': -2, 'x_4': -3}. Best is trial 18 with value: 23.0.
[I 2024-11-09 15:26:38,140] Trial 79 finished with value: 67.0 and parameters: {'x_0': 3, 'x_1': 4, 'x_2': 4, 'x_3': -5, 'x_4': -1}. Best is trial 18 with value: 23.0.
[I 2024-11-09 15:26:38,560] Trial 80 finished with value: 63.0 and parameters: {'x_0': -2, 'x_1': 5, 'x_2': -3, 'x_3': 4, 'x_4': -3}. Best is trial 18 with value: 23.0.
[I 2024-11-09 15:26:38,816] Trial 81 finished with value: 33.0 and parameters: {'x_0': -2, 'x_1': -2, 'x_2': 0, 'x_3': -3, 'x_4': -4}. Best is trial 18 with value: 23.0.
[I 2024-11-09 15:26:39,050] Trial 82 finished with value: 31.0 and parameters: {'x_0': 5, 'x_1': -1, 'x_2': -1, 'x_3': -2, 'x_4': 0}. Best is trial 18 with value: 23.0.
[I 2024-11-09 15:26:39,331] Trial 83 finished with value: 39.0 and parameters: {'x_0': 2, 'x_1': 1, 'x_2': -3, 'x_3': 4, 'x_4': -3}. Best is trial 18 with value: 23.0.
[I 2024-11-09 15:26:39,588] Trial 84 finished with value: 76.0 and parameters: {'x_0': -5, 'x_1': -5, 'x_2': -4, 'x_3': 1, 'x_4': 3}. Best is trial 18 with value: 23.0.
[I 2024-11-09 15:26:39,905] Trial 85 finished with value: 45.0 and parameters: {'x_0': -5, 'x_1': 0, 'x_2': -4, 'x_3': 0, 'x_4': -2}. Best is trial 18 with value: 23.0.
[I 2024-11-09 15:26:40,292] Trial 86 finished with value: 43.0 and parameters: {'x_0': -5, 'x_1': -2, 'x_2': -1, 'x_3': 2, 'x_4': -3}. Best is trial 18 with value: 23.0.
[I 2024-11-09 15:26:40,528] Trial 87 finished with value: 61.0 and parameters: {'x_0': 5, 'x_1': -5, 'x_2': -1, 'x_3': 3, 'x_4': -1}. Best is trial 18 with value: 23.0.
[I 2024-11-09 15:26:40,879] Trial 88 finished with value: 38.0 and parameters: {'x_0': -4, 'x_1': -3, 'x_2': -3, 'x_3': 0, 'x_4': -2}. Best is trial 18 with value: 23.0.
[I 2024-11-09 15:26:41,133] Trial 89 finished with value: 63.0 and parameters: {'x_0': 2, 'x_1': 5, 'x_2': 3, 'x_3': -5, 'x_4': 0}. Best is trial 18 with value: 23.0.
[I 2024-11-09 15:26:41,418] Trial 90 finished with value: 38.0 and parameters: {'x_0': 2, 'x_1': -4, 'x_2': 4, 'x_3': -1, 'x_4': 1}. Best is trial 18 with value: 23.0.
[I 2024-11-09 15:26:41,714] Trial 91 finished with value: 52.0 and parameters: {'x_0': -1, 'x_1': -1, 'x_2': -3, 'x_3': -5, 'x_4': 4}. Best is trial 18 with value: 23.0.
[I 2024-11-09 15:26:42,077] Trial 92 finished with value: 52.0 and parameters: {'x_0': -5, 'x_1': -1, 'x_2': -4, 'x_3': 3, 'x_4': 1}. Best is trial 18 with value: 23.0.
[I 2024-11-09 15:26:42,479] Trial 93 finished with value: 42.0 and parameters: {'x_0': 0, 'x_1': 4, 'x_2': -5, 'x_3': -1, 'x_4': 0}. Best is trial 18 with value: 23.0.
[I 2024-11-09 15:26:42,715] Trial 94 finished with value: 65.0 and parameters: {'x_0': 5, 'x_1': 4, 'x_2': -4, 'x_3': 2, 'x_4': 2}. Best is trial 18 with value: 23.0.
[I 2024-11-09 15:26:42,884] Trial 95 finished with value: 45.0 and parameters: {'x_0': -3, 'x_1': 1, 'x_2': 3, 'x_3': 5, 'x_4': -1}. Best is trial 18 with value: 23.0.
[I 2024-11-09 15:26:43,142] Trial 96 finished with value: 42.0 and parameters: {'x_0': 2, 'x_1': -5, 'x_2': 2, 'x_3': 0, 'x_4': 3}. Best is trial 18 with value: 23.0.
[I 2024-11-09 15:26:43,793] Trial 97 finished with value: 14.0 and parameters: {'x_0': 0, 'x_1': 0, 'x_2': -1, 'x_3': -3, 'x_4': 2}. Best is trial 97 with value: 14.0.
[I 2024-11-09 15:26:44,000] Trial 98 finished with value: 43.0 and parameters: {'x_0': -4, 'x_1': 3, 'x_2': 4, 'x_3': -1, 'x_4': 1}. Best is trial 97 with value: 14.0.
[I 2024-11-09 15:26:44,309] Trial 99 finished with value: 76.0 and parameters: {'x_0': 3, 'x_1': 5, 'x_2': -4, 'x_3': -1, 'x_4': 5}. Best is trial 97 with value: 14.0.
[I 2024-11-09 15:26:44,470] Trial 100 finished with value: 86.0 and parameters: {'x_0': -4, 'x_1': 2, 'x_2': 5, 'x_3': -4, 'x_4': 5}. Best is trial 97 with value: 14.0.
[I 2024-11-09 15:26:44,856] Trial 101 finished with value: 36.0 and parameters: {'x_0': 3, 'x_1': -5, 'x_2': 1, 'x_3': -1, 'x_4': 0}. Best is trial 97 with value: 14.0.
[I 2024-11-09 15:26:45,195] Trial 102 finished with value: 14.0 and parameters: {'x_0': 3, 'x_1': 0, 'x_2': 2, 'x_3': 0, 'x_4': 1}. Best is trial 97 with value: 14.0.
[I 2024-11-09 15:26:45,507] Trial 103 finished with value: 39.0 and parameters: {'x_0': 1, 'x_1': 3, 'x_2': -4, 'x_3': 2, 'x_4': -3}. Best is trial 97 with value: 14.0.
[I 2024-11-09 15:26:45,867] Trial 104 finished with value: 20.0 and parameters: {'x_0': -3, 'x_1': -1, 'x_2': 0, 'x_3': 1, 'x_4': 3}. Best is trial 97 with value: 14.0.
[I 2024-11-09 15:26:46,160] Trial 105 finished with value: 43.0 and parameters: {'x_0': -1, 'x_1': 2, 'x_2': 3, 'x_3': 5, 'x_4': 2}. Best is trial 97 with value: 14.0.
[I 2024-11-09 15:26:46,407] Trial 106 finished with value: 79.0 and parameters: {'x_0': -4, 'x_1': 5, 'x_2': -3, 'x_3': 5, 'x_4': 2}. Best is trial 97 with value: 14.0.
[I 2024-11-09 15:26:46,741] Trial 107 finished with value: 38.0 and parameters: {'x_0': 0, 'x_1': -3, 'x_2': 2, 'x_3': 5, 'x_4': 0}. Best is trial 97 with value: 14.0.
[I 2024-11-09 15:26:46,927] Trial 108 finished with value: 92.0 and parameters: {'x_0': -5, 'x_1': 1, 'x_2': -4, 'x_3': 5, 'x_4': -5}. Best is trial 97 with value: 14.0.
[I 2024-11-09 15:26:47,332] Trial 109 finished with value: 40.0 and parameters: {'x_0': 5, 'x_1': -1, 'x_2': 2, 'x_3': -1, 'x_4': 3}. Best is trial 97 with value: 14.0.
[I 2024-11-09 15:26:47,586] Trial 110 finished with value: 62.0 and parameters: {'x_0': -2, 'x_1': -2, 'x_2': -2, 'x_3': -5, 'x_4': 5}. Best is trial 97 with value: 14.0.
[I 2024-11-09 15:26:47,909] Trial 111 finished with value: 34.0 and parameters: {'x_0': -2, 'x_1': 1, 'x_2': 2, 'x_3': 4, 'x_4': 3}. Best is trial 97 with value: 14.0.
[I 2024-11-09 15:26:48,384] Trial 112 finished with value: 37.0 and parameters: {'x_0': 2, 'x_1': 4, 'x_2': -2, 'x_3': 3, 'x_4': 2}. Best is trial 97 with value: 14.0.
[I 2024-11-09 15:26:48,720] Trial 113 finished with value: 27.0 and parameters: {'x_0': 0, 'x_1': -3, 'x_2': 3, 'x_3': 3, 'x_4': 0}. Best is trial 97 with value: 14.0.
[I 2024-11-09 15:26:48,988] Trial 114 finished with value: 66.0 and parameters: {'x_0': 3, 'x_1': -4, 'x_2': -4, 'x_3': 3, 'x_4': -4}. Best is trial 97 with value: 14.0.
[I 2024-11-09 15:26:49,304] Trial 115 finished with value: 68.0 and parameters: {'x_0': -3, 'x_1': 3, 'x_2': -3, 'x_3': -5, 'x_4': -4}. Best is trial 97 with value: 14.0.
[I 2024-11-09 15:26:49,940] Trial 116 finished with value: 91.0 and parameters: {'x_0': 4, 'x_1': 5, 'x_2': 4, 'x_3': 5, 'x_4': 3}. Best is trial 97 with value: 14.0.
[I 2024-11-09 15:26:50,202] Trial 117 finished with value: 29.0 and parameters: {'x_0': -2, 'x_1': -1, 'x_2': 2, 'x_3': 2, 'x_4': 4}. Best is trial 97 with value: 14.0.
[I 2024-11-09 15:26:50,418] Trial 118 finished with value: 35.0 and parameters: {'x_0': -1, 'x_1': 2, 'x_2': 2, 'x_3': -5, 'x_4': 1}. Best is trial 97 with value: 14.0.
[I 2024-11-09 15:26:50,775] Trial 119 finished with value: 91.0 and parameters: {'x_0': 5, 'x_1': -4, 'x_2': -5, 'x_3': -4, 'x_4': -3}. Best is trial 97 with value: 14.0.
[I 2024-11-09 15:26:51,147] Trial 120 finished with value: 31.0 and parameters: {'x_0': 4, 'x_1': -2, 'x_2': 1, 'x_3': -3, 'x_4': 1}. Best is trial 97 with value: 14.0.
[I 2024-11-09 15:26:51,673] Trial 121 finished with value: 55.0 and parameters: {'x_0': -5, 'x_1': -3, 'x_2': -2, 'x_3': 4, 'x_4': -1}. Best is trial 97 with value: 14.0.
[I 2024-11-09 15:26:52,137] Trial 122 finished with value: 60.0 and parameters: {'x_0': 0, 'x_1': -1, 'x_2': 5, 'x_3': -5, 'x_4': -3}. Best is trial 97 with value: 14.0.
